"","header","cite","chamber_senate","judges_names","judge1","judge2","judge3","link_decision"
"53","Beschluss vom 10. April 2019 - 1 BvR 2284/15","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 10. April 2019 
- 1 BvR 2284/15 -, Rn. (1-9),http://www.bverfg.de/e/rk20190410_1bvr228415.html","
                                 hat die 2. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","die Richter Masing,  Paulus,  Christ ","die Richter Masing, ","Paulus, ","Christ ","http://www.bverfg.de/e/rk20190410_1bvr228415.html"
"54","Beschluss vom 08. April 2019 - 1 BvR 1909/18","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 08. April 2019 
- 1 BvR 1909/18 -, Rn. (1-25),http://www.bverfg.de/e/rk20190408_1bvr190918.html","
                                 hat die 1. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","den Vizepräsidenten Harbarth,  die Richterin Britz  und den Richter Radtke ","den Vizepräsidenten Harbarth, ","die Richterin Britz ","und den Richter Radtke ","http://www.bverfg.de/e/rk20190408_1bvr190918.html"
"55","Beschluss vom 03. April 2019 - 2 BvR 517/19","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 03. April 2019 
- 2 BvR 517/19 -, Rn. (1-22),http://www.bverfg.de/e/rk20190403_2bvr051719.html","
                                 hat die 2. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Richter Huber  und die Richterinnen Kessal-Wulf,  König ","den Richter Huber ","und die Richterinnen Kessal-Wulf, ","König ","http://www.bverfg.de/e/rk20190403_2bvr051719.html"
"56","Beschluss vom 03. April 2019 - 2 BvQ 28/19","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 03. April 2019 
- 2 BvQ 28/19 -, Rn. (1-13),http://www.bverfg.de/e/qk20190403_2bvq002819.html","
                                 hat die 3. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","die Richterin Hermanns,  den Richter Müller  und die Richterin Langenfeld ","die Richterin Hermanns, ","den Richter Müller ","und die Richterin Langenfeld ","http://www.bverfg.de/e/qk20190403_2bvq002819.html"
"57","Beschluss vom 03. April 2019 - 2 BvR 328/16","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 03. April 2019 
- 2 BvR 328/16 -, Rn. (1-8),http://www.bverfg.de/e/rk20190403_2bvr032816.html","
                                 hat die 3. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","die Richterin Hermanns,  den Richter Müller  und die Richterin Langenfeld ","die Richterin Hermanns, ","den Richter Müller ","und die Richterin Langenfeld ","http://www.bverfg.de/e/rk20190403_2bvr032816.html"
"58","Beschluss vom 03. April 2019 - 2 BvR 1845/18","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 03. April 2019 - 2 BvR 1845/18,http://www.bverfg.de/e/rk20190403_2bvr184518.html","
                                 hat die 2. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Richter Huber  und die Richterinnen Kessal-Wulf,  König ","den Richter Huber ","und die Richterinnen Kessal-Wulf, ","König ","http://www.bverfg.de/e/rk20190403_2bvr184518.html"
"59","Beschluss vom 01. April 2019 - 2 BvR 1224/17","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 01. April 2019 
- 2 BvR 1224/17 -, Rn. (1-3),http://www.bverfg.de/e/rk20190401_2bvr122417.html","
                                 hat die 2. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Richter Huber  und die Richterinnen Kessal-Wulf,  König ","den Richter Huber ","und die Richterinnen Kessal-Wulf, ","König ","http://www.bverfg.de/e/rk20190401_2bvr122417.html"
"60","Beschluss vom 01. April 2019 - 2 BvR 382/19","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 01. April 2019 
- 2 BvR 382/19 -, Rn. (1-57),http://www.bverfg.de/e/rk20190401_2bvr038219.html","
                                 hat die 1. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Präsidenten Voßkuhle,  die Richterin Kessal-Wulf  und den Richter Maidowski ","den Präsidenten Voßkuhle, ","die Richterin Kessal-Wulf ","und den Richter Maidowski ","http://www.bverfg.de/e/rk20190401_2bvr038219.html"
"61","Beschluss vom 01. April 2019 - 2 BvC 4/18","BVerfG, Beschluss des Zweiten Senats vom 01. April 2019 
- 2 BvC 4/18 -, Rn. (1-4),http://www.bverfg.de/e/cs20190401_2bvc000418.html","
                                 hat das Bundesverfassungsgericht - Zweiter Senat - 
                              
                                 unter Mitwirkung der Richterinnen und Richter 
                             ","Präsident Voßkuhle,  Huber,  Hermanns,  Müller,  Kessal-Wulf,  König,  Maidowski,  Langenfeld ","Präsident Voßkuhle, ","Huber, ","Hermanns, ","http://www.bverfg.de/e/cs20190401_2bvc000418.html"
"62","Beschluss vom 28. März 2019 - 2 BvR 2432/18","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 28. März 2019 - 2 BvR 2432/18,http://www.bverfg.de/e/rk20190328_2bvr243218.html","
                                 hat die 1. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Präsidenten Voßkuhle,  die Richterin Kessal-Wulf  und den Richter Maidowski ","den Präsidenten Voßkuhle, ","die Richterin Kessal-Wulf ","und den Richter Maidowski ","http://www.bverfg.de/e/rk20190328_2bvr243218.html"
"63","Beschluss vom 28. März 2019 - 2 BvR 252/19","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 28. März 2019 
- 2 BvR 252/19 -, Rn. (1-16),http://www.bverfg.de/e/rk20190328_2bvr025219.html","
                                 hat die 3. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","die Richterin Hermanns,  den Richter Müller  und die Richterin Langenfeld ","die Richterin Hermanns, ","den Richter Müller ","und die Richterin Langenfeld ","http://www.bverfg.de/e/rk20190328_2bvr025219.html"
"64","Beschluss vom 27. März 2019 - 2 BvC 23/19","BVerfG, Beschluss des Zweiten Senats vom 27. März 2019 
- 2 BvC 23/19 -, Rn. (1-6),http://www.bverfg.de/e/cs20190327_2bvc002319.html","
                                 hat das Bundesverfassungsgericht - Zweiter Senat - 
                              
                                 unter Mitwirkung der Richterinnen und Richter 
                             ","Präsident Voßkuhle,  Huber,  Hermanns,  Müller,  Kessal-Wulf,  König,  Maidowski,  Langenfeld ","Präsident Voßkuhle, ","Huber, ","Hermanns, ","http://www.bverfg.de/e/cs20190327_2bvc002319.html"
"65","Beschluss vom 27. März 2019 - 2 BvR 2268/18","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 27. März 2019 
- 2 BvR 2268/18 -, Rn. (1-14),http://www.bverfg.de/e/rk20190327_2bvr226818.html","
                                 hat die 2. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Richter Huber  und die Richterinnen Kessal-Wulf,  König ","den Richter Huber ","und die Richterinnen Kessal-Wulf, ","König ","http://www.bverfg.de/e/rk20190327_2bvr226818.html"
"66","Beschluss vom 27. März 2019 - 2 BvR 262/19","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 27. März 2019 
- 2 BvR 262/19 -, Rn. (1-4),http://www.bverfg.de/e/rk20190327_2bvr026219.html","
                                 hat die 3. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","die Richterin Hermanns,  den Richter Müller  und die Richterin Langenfeld ","die Richterin Hermanns, ","den Richter Müller ","und die Richterin Langenfeld ","http://www.bverfg.de/e/rk20190327_2bvr026219.html"
"67","Beschluss vom 27. März 2019 - 2 BvR 2294/18","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 27. März 2019 
- 2 BvR 2294/18 -, Rn. (1-28),http://www.bverfg.de/e/rk20190327_2bvr229418.html","
                                 hat die 2. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Richter Huber  und die Richterinnen Kessal-Wulf,  König ","den Richter Huber ","und die Richterinnen Kessal-Wulf, ","König ","http://www.bverfg.de/e/rk20190327_2bvr229418.html"
"68","Beschluss vom 26. März 2019 - 1 BvR 1608/18","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 26. März 2019 
- 1 BvR 1608/18 -, Rn. (1-3),http://www.bverfg.de/e/rk20190326_1bvr160818.html","
                                 hat die 3. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","den Vizepräsidenten Harbarth  und die Richterinnen Baer,  Ott ","den Vizepräsidenten Harbarth ","und die Richterinnen Baer, ","Ott ","http://www.bverfg.de/e/rk20190326_1bvr160818.html"
"69","Beschluss vom 26. März 2019 - 1 BvR 673/17","BVerfG, Beschluss des Ersten Senats vom 26. März 2019 
- 1 BvR 673/17 -, Rn. (1-134),http://www.bverfg.de/e/rs20190326_1bvr067317.html","
                                 hat das Bundesverfassungsgericht - Erster Senat - 
                              
                                 unter Mitwirkung der Richterinnen und Richter 
                             ","Vizepräsident Harbarth,  Masing,  Paulus,  Baer,  Britz,  Ott,  Christ,  Radtke ","Vizepräsident Harbarth, ","Masing, ","Paulus, ","http://www.bverfg.de/e/rs20190326_1bvr067317.html"
"70","Beschluss vom 21. März 2019 - 1 BvR 673/19","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 21. März 2019 
- 1 BvR 673/19 -, Rn. (1-6),http://www.bverfg.de/e/rk20190321_1bvr067319.html","
                                 hat die 3. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","den Vizepräsidenten Harbarth  und die Richterinnen Baer,  Ott ","den Vizepräsidenten Harbarth ","und die Richterinnen Baer, ","Ott ","http://www.bverfg.de/e/rk20190321_1bvr067319.html"
"71","Beschluss vom 19. März 2019 - 2 BvR 2638/18","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 19. März 2019 
- 2 BvR 2638/18 -, Rn. (1-35),http://www.bverfg.de/e/rk20190319_2bvr263818.html","
                                 hat die 2. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Richter Huber  und die Richterinnen Kessal-Wulf,  König ","den Richter Huber ","und die Richterinnen Kessal-Wulf, ","König ","http://www.bverfg.de/e/rk20190319_2bvr263818.html"
"72","Beschluss vom 19. März 2019 - 1 BvR 1511/18","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 19. März 2019 
- 1 BvR 1511/18 -, Rn. (1-3),http://www.bverfg.de/e/rk20190319_1bvr151118.html","
                                 hat die 3. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","den Vizepräsidenten Harbarth  und die Richterinnen Baer,  Ott ","den Vizepräsidenten Harbarth ","und die Richterinnen Baer, ","Ott ","http://www.bverfg.de/e/rk20190319_1bvr151118.html"
"73","Beschluss vom 18. März 2019 - 2 BvR 367/19","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 18. März 2019 
- 2 BvR 367/19 -, Rn. (1-26),http://www.bverfg.de/e/rk20190318_2bvr036719.html","
                                 hat die 1. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Präsidenten Voßkuhle,  die Richterin Kessal-Wulf  und den Richter Maidowski ","den Präsidenten Voßkuhle, ","die Richterin Kessal-Wulf ","und den Richter Maidowski ","http://www.bverfg.de/e/rk20190318_2bvr036719.html"
"74","Beschluss vom 16. März 2019 - 1 BvR 1782/09","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 16. März 2019 
- 1 BvR 1782/09 -, Rn. (1-11),http://www.bverfg.de/e/rk20190316_1bvr178209.html","
                                 hat die 2. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","die Richter Masing,  Paulus,  Christ ","die Richter Masing, ","Paulus, ","Christ ","http://www.bverfg.de/e/rk20190316_1bvr178209.html"
"75","Beschluss vom 16. März 2019 - 1 BvR 1235/17","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 16. März 2019 
- 1 BvR 1235/17 -, Rn. (1-23),http://www.bverfg.de/e/rk20190316_1bvr123517.html","
                                 hat die 2. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","die Richter Masing,  Paulus,  Christ ","die Richter Masing, ","Paulus, ","Christ ","http://www.bverfg.de/e/rk20190316_1bvr123517.html"
"76","Beschluss vom 14. März 2019 - 1 BvR 169/19","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 14. März 2019 
- 1 BvR 169/19 -, Rn. (1-27),http://www.bverfg.de/e/rk20190314_1bvr016919.html","
                                 hat die 1. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","den Vizepräsidenten Harbarth,  die Richterin Britz  und den Richter Radtke ","den Vizepräsidenten Harbarth, ","die Richterin Britz ","und den Richter Radtke ","http://www.bverfg.de/e/rk20190314_1bvr016919.html"
"77","Beschluss vom 13. März 2019 - 2 BvP 1/15","BVerfG, Beschluss des Zweiten Senats vom 13. März 2019 
- 2 BvP 1/15 -, Rn. (1-10),http://www.bverfg.de/e/ps20190313_2bvp000115.html","
                                 hat das Bundesverfassungsgericht - Zweiter Senat - 
                              
                                 unter Mitwirkung der Richterinnen und Richter 
                             ","Präsident Voßkuhle,  Huber,  Hermanns,  Müller,  Kessal-Wulf,  König,  Maidowski,  Langenfeld ","Präsident Voßkuhle, ","Huber, ","Hermanns, ","http://www.bverfg.de/e/ps20190313_2bvp000115.html"
"78","Beschluss vom 12. März 2019 - 2 BvQ 91/18","BVerfG, Beschluss des Zweiten Senats vom 12. März 2019 
- 2 BvQ 91/18 -, Rn. (1-19),http://www.bverfg.de/e/qs20190312_2bvq009118.html","
                                 hat das Bundesverfassungsgericht - Zweiter Senat - 
                              
                                 unter Mitwirkung der Richterinnen und Richter 
                             ","Präsident Voßkuhle,  Huber,  Hermanns,  Müller,  Kessal-Wulf,  König,  Maidowski,  Langenfeld ","Präsident Voßkuhle, ","Huber, ","Hermanns, ","http://www.bverfg.de/e/qs20190312_2bvq009118.html"
"79","Beschluss vom 12. März 2019 - 2 BvR 675/14","BVerfG, Beschluss des Zweiten Senats vom 12. März 2019 
- 2 BvR 675/14 -, Rn. (1-80),http://www.bverfg.de/e/rs20190312_2bvr067514.html","
                                 hat das Bundesverfassungsgericht - Zweiter Senat - 
                              
                                 unter Mitwirkung der Richterinnen und Richter 
                             ","Präsident Voßkuhle,  Huber,  Hermanns,  Müller,  Kessal-Wulf,  König,  Maidowski,  Langenfeld ","Präsident Voßkuhle, ","Huber, ","Hermanns, ","http://www.bverfg.de/e/rs20190312_2bvr067514.html"
"80","Beschluss vom 12. März 2019 - 1 BvR 95/19","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 12. März 2019 
- 1 BvR 95/19 -, Rn. (1-10),http://www.bverfg.de/e/rk20190312_1bvr009519.html","
                                 hat die 2. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","die Richter Masing,  Paulus,  Christ ","die Richter Masing, ","Paulus, ","Christ ","http://www.bverfg.de/e/rk20190312_1bvr009519.html"
"81","Beschluss vom 12. März 2019 - 2 BvR 2255/17","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 12. März 2019 
- 2 BvR 2255/17 -, Rn. (1-34),http://www.bverfg.de/e/rk20190312_2bvr225517.html","
                                 hat die 2. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Richter Huber  und die Richterinnen Kessal-Wulf,  König ","den Richter Huber ","und die Richterinnen Kessal-Wulf, ","König ","http://www.bverfg.de/e/rk20190312_2bvr225517.html"
"82","Beschluss vom 12. März 2019 - 1 BvR 2721/16","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 12. März 2019 
- 1 BvR 2721/16 -, Rn. (1-37),http://www.bverfg.de/e/rk20190312_1bvr272116.html","
                                 hat die 2. Kammer des Ersten Senats des Bundesverfassungsgerichts durch 
                             ","die Richter Masing,  Paulus,  Christ ","die Richter Masing, ","Paulus, ","Christ ","http://www.bverfg.de/e/rk20190312_1bvr272116.html"
"83","Beschluss vom 05. März 2019 - 2 BvQ 11/19","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 05. März 2019 
- 2 BvQ 11/19 -, Rn. (1-7),http://www.bverfg.de/e/qk20190305_2bvq001119.html","
                                 hat die 3. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","die Richterin Hermanns,  den Richter Müller  und die Richterin Langenfeld ","die Richterin Hermanns, ","den Richter Müller ","und die Richterin Langenfeld ","http://www.bverfg.de/e/qk20190305_2bvq001119.html"
"84","Beschluss vom 05. März 2019 - 2 BvR 12/19","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 05. März 2019 
- 2 BvR 12/19 -, Rn. (1-21),http://www.bverfg.de/e/rk20190305_2bvr001219.html","
                                 hat die 1. Kammer des Zweiten Senats des Bundesverfassungsgerichts durch 
                             ","den Präsidenten Voßkuhle,  die Richterin Kessal-Wulf  und den Richter Maidowski ","den Präsidenten Voßkuhle, ","die Richterin Kessal-Wulf ","und den Richter Maidowski ","http://www.bverfg.de/e/rk20190305_2bvr001219.html"
